Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1992","1992","100 g/ha","7034","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1993","1993","100 g/ha","6154","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1994","1994","100 g/ha","7132","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1995","1995","100 g/ha","9212","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1996","1996","100 g/ha","9510","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1997","1997","100 g/ha","9078","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1998","1998","100 g/ha","7000","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","1999","1999","100 g/ha","7000","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2000","2000","100 g/ha","7500","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2001","2001","100 g/ha","7143","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2002","2002","100 g/ha","6818","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2003","2003","100 g/ha","7143","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2004","2004","100 g/ha","7714","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2005","2005","100 g/ha","9583","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2006","2006","100 g/ha","8500","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2007","2007","100 g/ha","10000","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2008","2008","100 g/ha","12353","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2009","2009","100 g/ha","12857","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2010","2010","100 g/ha","12500","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2011","2011","100 g/ha","12857","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2012","2012","100 g/ha","12857","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2013","2013","100 g/ha","14227","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2014","2014","100 g/ha","13854","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2015","2015","100 g/ha","16198","E","Estimated value"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2016","2016","100 g/ha","20641","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2017","2017","100 g/ha","23846","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2018","2018","100 g/ha","19882","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2019","2019","100 g/ha","13618","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2020","2020","100 g/ha","16733","A","Official figure"
"QCL","Crops and livestock products","144","Sri Lanka","5419","Yield","0114","Sorghum","2021","2021","100 g/ha","18227","A","Official figure"
